Segment,State,Category,SubCategory,Sales,Quantity,Discount,Profit,Shipping Cost
Home Office,Mississippi,Office Supplies,Binders,15.42,2,0,6.939,1.02
Corporate,North Carolina,Office Supplies,Art,7.872,3,0.2,0.8856,1.02
Home Office,Wisconsin,Office Supplies,Art,17.12,4,0,4.9648,1.02
Corporate,Pennsylvania,Office Supplies,Art,13.392,3,0.2,3.1806,1.02
Consumer,Illinois,Office Supplies,Art,13.392,3,0.2,3.1806,1.02
Corporate,Illinois,Office Supplies,Binders,13.84,4,0.8,-22.144,1.02
Home Office,Florida,Office Supplies,Binders,15.57,3,0.7,-11.418,1.02
Corporate,California,Furniture,Furnishings,16.02,6,0,6.0876,1.02
Consumer,Texas,Office Supplies,Binders,4.984,1,0.8,-8.4728,1.02
Consumer,Ohio,Office Supplies,Binders,5.193,3,0.7,-3.462,1.02
Consumer,Colorado,Furniture,Furnishings,11.664,3,0.2,3.3534,1.02
Consumer,Connecticut,Office Supplies,Art,15.48,3,0,4.4892,1.02
Consumer,California,Office Supplies,Art,34.24,8,0,9.9296,1.02
Consumer,Missouri,Office Supplies,Paper,24.9,5,0,11.703,1.01
Consumer,Texas,Furniture,Furnishings,14.76,5,0.6,-11.439,1.01
Home Office,Florida,Office Supplies,Art,17.856,4,0.2,2.0088,1.01
Consumer,New York,Office Supplies,Binders,10.776,3,0.2,3.5022,1.01
Home Office,California,Office Supplies,Binders,15.24,5,0.2,5.334,1.01
Corporate,Wisconsin,Office Supplies,Binders,8.52,3,0,4.1748,1.01
Consumer,Florida,Office Supplies,Paper,15.984,2,0.2,4.995,1.01
Home Office,Arizona,Office Supplies,Binders,7.857,3,0.7,-6.0237,1.01
Consumer,Maryland,Office Supplies,Art,10.71,3,0,2.7846,1.01
Consumer,Virginia,Office Supplies,Art,5.56,2,0,1.4456,1.01
Corporate,Florida,Office Supplies,Binders,16.146,9,0.7,-12.9168,1.01
Consumer,New York,Office Supplies,Binders,18.28,5,0.2,6.398,1.01
Corporate,Connecticut,Office Supplies,Binders,7.96,2,0,3.7412,1.01
Corporate,Pennsylvania,Office Supplies,Paper,10.368,2,0.2,3.6288,1.01
Consumer,New York,Office Supplies,Appliances,15.56,4,0,4.0456,1.01
Consumer,Arizona,Office Supplies,Binders,8.226,3,0.7,-6.0324,1.01
Home Office,New York,Office Supplies,Paper,25.92,4,0,12.4416,1.01
Corporate,Pennsylvania,Office Supplies,Binders,13.896,3,0.7,-9.264,1
Home Office,Rhode Island,Office Supplies,Paper,17.04,3,0,7.668,1
Consumer,California,Office Supplies,Paper,13.36,2,0,6.4128,1
Corporate,South Dakota,Office Supplies,Labels,14.62,2,0,6.8714,1
Consumer,Louisiana,Furniture,Furnishings,29.16,2,0,10.7892,1
Consumer,California,Office Supplies,Art,9.4,5,0,2.726,1
Consumer,Georgia,Office Supplies,Art,12.84,3,0,3.7236,1
Corporate,Washington,Office Supplies,Art,23.1,2,0,6.93,1
Consumer,Washington,Office Supplies,Paper,11.96,2,0,5.8604,1
Consumer,Illinois,Furniture,Furnishings,14.56,5,0.6,-6.188,1
Consumer,Pennsylvania,Technology,Phones,13.494,1,0.4,-2.249,1
Consumer,Nebraska,Office Supplies,Labels,14.4,5,0,7.056,1
Consumer,California,Office Supplies,Fasteners,11.84,8,0,5.6832,1
Corporate,Texas,Office Supplies,Paper,6.848,2,0.2,2.14,1
Corporate,California,Office Supplies,Paper,10.86,2,0,5.3214,1
Home Office,Indiana,Office Supplies,Storage,24.56,2,0,6.8768,1
Home Office,Ohio,Office Supplies,Paper,32.896,4,0.2,11.1024,1
Consumer,New York,Furniture,Furnishings,7.38,1,0,2.1402,1
Corporate,Colorado,Office Supplies,Labels,6.264,3,0.2,2.0358,0.99
Consumer,Texas,Office Supplies,Binders,12.176,4,0.8,-18.8728,0.99
Consumer,Arizona,Office Supplies,Storage,16.768,2,0.2,1.4672,0.99
Home Office,Illinois,Office Supplies,Labels,11.784,3,0.2,4.2717,0.99
Home Office,New York,Technology,Phones,9.99,1,0,4.5954,0.99
Corporate,Virginia,Office Supplies,Art,10.96,4,0,2.9592,0.99
Corporate,New York,Technology,Accessories,15.02,1,0,2.7036,0.99
Corporate,Texas,Technology,Accessories,24.672,3,0.2,0,0.99
Corporate,Texas,Furniture,Furnishings,7.068,3,0.6,-2.8272,0.99
Consumer,Pennsylvania,Technology,Phones,39.594,1,0.4,-7.2589,0.99
Consumer,Indiana,Office Supplies,Paper,7.98,1,0,3.99,0.99
Consumer,Texas,Office Supplies,Binders,4.276,1,0.8,-6.6278,0.99
Consumer,Maryland,Office Supplies,Binders,12.76,2,0,5.8696,0.99
Consumer,New York,Office Supplies,Paper,14.94,3,0,7.0218,0.99
Corporate,Colorado,Office Supplies,Binders,14.952,2,0.7,-11.9616,0.98
Home Office,Texas,Office Supplies,Labels,23.68,2,0.2,8.88,0.98
Consumer,North Carolina,Office Supplies,Binders,11.232,8,0.7,-8.2368,0.98
Consumer,Illinois,Office Supplies,Art,5.248,4,0.2,1.64,0.98
Home Office,Colorado,Office Supplies,Paper,20.736,4,0.2,7.2576,0.98
Consumer,New York,Office Supplies,Binders,14.376,3,0.2,4.8519,0.98
Consumer,California,Office Supplies,Paper,12.84,3,0,5.778,0.98
Consumer,Florida,Office Supplies,Binders,2.214,3,0.7,-1.476,0.98
Corporate,Colorado,Office Supplies,Paper,7.968,2,0.2,2.8884,0.98
Consumer,Illinois,Office Supplies,Paper,20.736,4,0.2,7.2576,0.98
Home Office,Michigan,Office Supplies,Fasteners,20.44,7,0,9.198,0.98
Home Office,California,Furniture,Furnishings,15.24,3,0,5.1816,0.98
Corporate,Connecticut,Technology,Phones,14.99,1,0,7.3451,0.98
Consumer,New York,Office Supplies,Binders,24.816,3,0.2,8.3754,0.98
Consumer,Virginia,Office Supplies,Binders,33.02,2,0,15.8496,0.98
Consumer,Ohio,Office Supplies,Binders,6.258,2,0.7,-5.215,0.98
Consumer,California,Office Supplies,Paper,12.96,2,0,6.2208,0.98
Consumer,New York,Office Supplies,Labels,6.3,2,0,3.024,0.97
Consumer,California,Office Supplies,Binders,16.52,5,0.2,5.5755,0.97
Consumer,New York,Office Supplies,Labels,13.05,5,0,6.003,0.97
Consumer,New York,Office Supplies,Paper,19.04,4,0,9.3296,0.97
Consumer,California,Office Supplies,Art,9.84,3,0,3.2472,0.97
Corporate,California,Office Supplies,Paper,12.96,2,0,6.2208,0.97
Home Office,Michigan,Office Supplies,Storage,26.86,2,0,6.715,0.97
Consumer,Colorado,Office Supplies,Binders,9.552,8,0.7,-7.3232,0.97
Consumer,New York,Office Supplies,Storage,14.9,5,0,1.043,0.97
Consumer,New York,Office Supplies,Paper,14.62,2,0,6.7252,0.97
Home Office,North Carolina,Office Supplies,Binders,7.38,5,0.7,-5.412,0.97
Corporate,New York,Office Supplies,Art,5.76,2,0,1.6128,0.97
Home Office,Pennsylvania,Office Supplies,Art,11.264,8,0.2,1.2672,0.97
Consumer,Texas,Office Supplies,Storage,12.624,2,0.2,-2.5248,0.97
Consumer,Florida,Office Supplies,Paper,6.672,1,0.2,2.502,0.97
Consumer,Michigan,Office Supplies,Supplies,4.36,2,0,0.1744,0.97
Consumer,California,Office Supplies,Supplies,32.94,3,0,9.2232,0.96
Consumer,California,Furniture,Furnishings,25.11,3,0,6.5286,0.96
Consumer,Pennsylvania,Office Supplies,Paper,15.552,3,0.2,5.4432,0.96
Corporate,Florida,Office Supplies,Appliances,6.992,2,0.2,0.5244,0.96
Consumer,Illinois,Furniture,Furnishings,14.136,2,0.6,-7.7748,0.96
Corporate,Florida,Office Supplies,Binders,7.434,6,0.7,-5.6994,0.96
Consumer,Arizona,Office Supplies,Binders,3.366,3,0.7,-2.244,0.96
Consumer,California,Office Supplies,Fasteners,11.62,2,0,3.6022,0.96
Corporate,Tennessee,Office Supplies,Labels,18.432,8,0.2,5.9904,0.96
Corporate,California,Office Supplies,Envelopes,4.08,2,0,1.9176,0.96
Consumer,Connecticut,Office Supplies,Supplies,11.64,3,0,3.3756,0.96
Home Office,New Hampshire,Office Supplies,Labels,24.64,8,0,11.8272,0.96
Consumer,Georgia,Office Supplies,Paper,12.96,2,0,6.2208,0.96
Consumer,California,Office Supplies,Art,14.88,2,0,3.72,0.96
Home Office,Texas,Office Supplies,Paper,16.032,3,0.2,5.6112,0.96
Corporate,California,Office Supplies,Binders,30.96,2,0.2,10.062,0.96
Home Office,New York,Office Supplies,Binders,10.896,2,0.2,3.8136,0.96
Home Office,North Carolina,Office Supplies,Paper,10.368,2,0.2,3.6288,0.96
Consumer,Illinois,Office Supplies,Art,5.344,2,0.2,0.668,0.96
Corporate,Delaware,Furniture,Furnishings,13.4,1,0,6.432,0.96
Consumer,Texas,Office Supplies,Paper,11.648,2,0.2,4.0768,0.95
Consumer,Florida,Office Supplies,Paper,11.952,3,0.2,4.0338,0.95
Home Office,Kentucky,Furniture,Furnishings,27.58,2,0,11.5836,0.95
Home Office,Florida,Office Supplies,Binders,3.744,4,0.7,-2.6208,0.95
Consumer,Washington,Office Supplies,Labels,11.56,4,0,5.4332,0.95
Home Office,California,Furniture,Furnishings,9.98,1,0,2.7944,0.95
Corporate,Pennsylvania,Technology,Phones,32.7,5,0.4,-6.54,0.95
Home Office,California,Office Supplies,Appliances,10.98,1,0,2.9646,0.95
Consumer,Texas,Office Supplies,Art,12.736,4,0.2,2.2288,0.95
Corporate,Colorado,Office Supplies,Paper,15.696,3,0.2,5.1012,0.95
Consumer,New York,Technology,Phones,13.98,2,0,3.9144,0.95
Consumer,Indiana,Office Supplies,Fasteners,5.94,3,0,0,0.95
Consumer,Washington,Office Supplies,Labels,2.61,1,0,1.2006,0.94
Home Office,Pennsylvania,Furniture,Furnishings,51.072,6,0.2,5.1072,0.94
Corporate,California,Office Supplies,Binders,7.184,2,0.2,2.245,0.94
Corporate,California,Furniture,Furnishings,23.88,3,0,10.5072,0.94
Consumer,North Carolina,Office Supplies,Art,13.12,5,0.2,1.476,0.94
Consumer,Alabama,Office Supplies,Art,14.67,3,0,3.9609,0.94
Consumer,Pennsylvania,Furniture,Furnishings,20.104,1,0.2,1.7591,0.94
Consumer,California,Office Supplies,Paper,12.96,2,0,6.2208,0.94
Consumer,New York,Office Supplies,Labels,12.6,4,0,6.048,0.94
Consumer,Texas,Office Supplies,Art,5.952,1,0.2,0.372,0.94
Home Office,Texas,Office Supplies,Paper,10.272,3,0.2,3.21,0.94
Consumer,Delaware,Office Supplies,Art,11.16,2,0,2.79,0.94
Corporate,Nebraska,Office Supplies,Fasteners,5.04,4,0,0.2016,0.94
Consumer,Texas,Office Supplies,Binders,9.762,3,0.8,-15.1311,0.94
Consumer,Ohio,Furniture,Furnishings,8.128,2,0.2,1.4224,0.94
Consumer,Illinois,Office Supplies,Labels,11.52,5,0.2,4.176,0.94
Consumer,California,Office Supplies,Paper,19.36,2,0,9.2928,0.94
Home Office,New York,Office Supplies,Envelopes,11.36,2,0,5.3392,0.94
Corporate,Florida,Office Supplies,Binders,33.57,5,0.7,-25.737,0.94
Home Office,Missouri,Technology,Accessories,21.2,2,0,9.116,0.94
Home Office,Illinois,Office Supplies,Binders,8.682,1,0.8,-14.7594,0.94
Corporate,Tennessee,Office Supplies,Binders,6.129,3,0.7,-4.4946,0.94
Corporate,Arizona,Office Supplies,Binders,13.005,3,0.7,-9.9705,0.94
Home Office,California,Technology,Phones,17.52,2,0.2,-3.504,0.94
Consumer,Washington,Office Supplies,Labels,7.38,2,0,3.4686,0.94
Corporate,Texas,Office Supplies,Appliances,24.588,3,0.8,-67.617,0.94
Consumer,Washington,Office Supplies,Paper,17.94,3,0,8.7906,0.94
Consumer,New York,Office Supplies,Fasteners,40.67,7,0,12.6077,0.94
Consumer,Minnesota,Office Supplies,Binders,32.96,2,0,16.1504,0.93
Consumer,California,Office Supplies,Binders,4.752,1,0.2,1.6038,0.93
Consumer,Colorado,Office Supplies,Art,14.04,3,0.2,1.5795,0.93
Corporate,North Carolina,Office Supplies,Labels,17.544,3,0.2,5.9211,0.93
Home Office,Georgia,Office Supplies,Paper,19.36,2,0,9.2928,0.93
Home Office,Ohio,Office Supplies,Binders,12.957,7,0.7,-9.5018,0.93
Corporate,Arizona,Technology,Accessories,7.16,1,0.2,-0.0895,0.93
Consumer,Texas,Office Supplies,Paper,6.848,2,0.2,2.14,0.93
Consumer,New York,Office Supplies,Paper,13.48,2,0,6.74,0.93
Home Office,Ohio,Office Supplies,Art,3.912,1,0.2,1.0269,0.93
Corporate,California,Office Supplies,Binders,23.2,5,0.2,8.12,0.93
Home Office,California,Office Supplies,Binders,11.952,3,0.2,4.1832,0.93
Consumer,Michigan,Office Supplies,Paper,12.84,3,0,5.778,0.93
Consumer,New York,Office Supplies,Storage,17.15,1,0,4.6305,0.93
Home Office,Florida,Office Supplies,Labels,11.696,2,0.2,3.9474,0.93
Consumer,Nebraska,Office Supplies,Paper,17.61,3,0,8.4528,0.93
Consumer,California,Office Supplies,Paper,15.7,5,0,7.065,0.93
Consumer,New York,Office Supplies,Storage,11.21,1,0,3.363,0.93
Consumer,Illinois,Furniture,Furnishings,8.856,3,0.6,-6.8634,0.93
Corporate,Pennsylvania,Office Supplies,Labels,15.936,4,0.2,5.1792,0.92
Consumer,Texas,Office Supplies,Appliances,7.96,2,0.8,-13.93,0.92
Consumer,California,Office Supplies,Fasteners,7.86,2,0,3.6156,0.92
Consumer,California,Office Supplies,Paper,11.96,2,0,5.8604,0.92
Consumer,Pennsylvania,Office Supplies,Binders,9.555,5,0.7,-7.3255,0.92
Consumer,California,Furniture,Furnishings,22.14,3,0,6.4206,0.92
Corporate,New York,Office Supplies,Binders,20.368,1,0.2,7.3834,0.92
Consumer,Illinois,Office Supplies,Appliances,20.768,8,0.8,-52.9584,0.92
Consumer,Arizona,Office Supplies,Art,8.896,4,0.2,0.6672,0.92
Consumer,California,Technology,Phones,57.568,4,0.2,5.7568,0.92
Home Office,California,Office Supplies,Paper,21.4,5,0,9.63,0.92
Home Office,California,Office Supplies,Appliances,7.78,2,0,2.0228,0.92
Home Office,Ohio,Office Supplies,Paper,11.952,3,0.2,4.0338,0.92
Consumer,Connecticut,Office Supplies,Paper,27.12,4,0,12.4752,0.92
Home Office,Pennsylvania,Office Supplies,Binders,4.842,3,0.7,-3.3894,0.92
Consumer,Tennessee,Office Supplies,Envelopes,14.76,5,0.2,4.797,0.92
Corporate,Illinois,Office Supplies,Paper,63.312,3,0.2,20.5764,0.92
Corporate,Florida,Furniture,Furnishings,11.568,3,0.2,2.6028,0.92
Consumer,Missouri,Office Supplies,Paper,11.56,2,0,5.6644,0.92
Consumer,Washington,Technology,Phones,249.584,2,0.2,15.599,0.92
Corporate,Virginia,Office Supplies,Paper,20.12,2,0,9.2552,0.92
Consumer,Arizona,Office Supplies,Binders,4.752,2,0.7,-3.168,0.91
Consumer,Texas,Office Supplies,Binders,10.78,5,0.8,-17.248,0.91
Consumer,Ohio,Furniture,Furnishings,8.32,5,0.2,2.288,0.91
Home Office,Texas,Office Supplies,Binders,13.776,6,0.8,-22.0416,0.91
Corporate,California,Office Supplies,Art,11.68,2,0,5.4896,0.91
Consumer,Texas,Office Supplies,Paper,10.368,2,0.2,3.6288,0.91
Consumer,Colorado,Office Supplies,Art,13.12,5,0.2,1.148,0.91
Home Office,New York,Office Supplies,Art,5.56,2,0,2.224,0.91
Consumer,Washington,Furniture,Furnishings,12.42,3,0,4.4712,0.91
Consumer,Illinois,Office Supplies,Envelopes,7.072,2,0.2,2.3868,0.91
Consumer,Ohio,Office Supplies,Labels,6.912,3,0.2,2.5056,0.91
Corporate,New Jersey,Furniture,Furnishings,8.28,2,0,2.9808,0.91
Consumer,Ohio,Office Supplies,Envelopes,4.72,2,0.2,1.652,0.9
Corporate,Michigan,Furniture,Furnishings,28.4,2,0,11.076,0.9
Consumer,California,Office Supplies,Labels,20.7,2,0,9.936,0.9
Consumer,Washington,Office Supplies,Art,8.82,3,0,2.3814,0.9
Consumer,Minnesota,Office Supplies,Art,19.68,6,0,5.7072,0.9
Corporate,New York,Office Supplies,Paper,12.96,2,0,6.2208,0.9
Corporate,North Carolina,Office Supplies,Binders,7.23,5,0.7,-5.784,0.9
Corporate,Utah,Office Supplies,Binders,11.784,3,0.2,4.2717,0.9
Consumer,Texas,Office Supplies,Appliances,12.992,2,0.8,-32.48,0.9
Corporate,Florida,Office Supplies,Art,11.76,5,0.2,1.323,0.9
Consumer,New York,Office Supplies,Binders,10.896,3,0.2,3.9498,0.9
Corporate,Texas,Office Supplies,Paper,10.368,2,0.2,3.6288,0.9
Corporate,California,Office Supplies,Binders,11.784,3,0.2,3.9771,0.9
Consumer,Wisconsin,Technology,Accessories,13.48,1,0,1.8872,0.9
Consumer,California,Office Supplies,Binders,8.32,5,0.2,2.808,0.9
Consumer,North Carolina,Office Supplies,Labels,4.608,2,0.2,1.6704,0.9
Corporate,Rhode Island,Office Supplies,Paper,12.96,2,0,6.2208,0.9
Consumer,Texas,Office Supplies,Binders,13.748,14,0.8,-22.6842,0.9
Home Office,Florida,Office Supplies,Supplies,5.552,2,0.2,-1.041,0.9
Corporate,North Carolina,Furniture,Furnishings,4.712,1,0.2,1.4136,0.9
Corporate,Texas,Office Supplies,Binders,13.184,4,0.8,-20.4352,0.9
Consumer,New York,Office Supplies,Binders,32.088,7,0.2,11.2308,0.9
Home Office,New York,Office Supplies,Binders,10.752,4,0.2,3.36,0.89
Corporate,California,Office Supplies,Binders,13.904,2,0.2,4.5188,0.89
Corporate,Pennsylvania,Office Supplies,Storage,15.008,2,0.2,1.5008,0.89
Consumer,New York,Office Supplies,Paper,13.52,4,0,6.2192,0.89
Corporate,California,Office Supplies,Binders,7.52,5,0.2,2.632,0.89
Home Office,Washington,Office Supplies,Paper,20.34,3,0,9.3564,0.89
Home Office,Ohio,Furniture,Furnishings,28,4,0.2,7.7,0.89
Consumer,Pennsylvania,Office Supplies,Paper,10.368,2,0.2,3.6288,0.89
Home Office,New York,Office Supplies,Envelopes,16.98,1,0,8.49,0.89
Home Office,Colorado,Office Supplies,Art,14.576,2,0.2,2.3686,0.89
Consumer,California,Office Supplies,Labels,14.73,3,0,7.2177,0.89
Consumer,New Jersey,Furniture,Furnishings,12.99,1,0,1.5588,0.89
Corporate,Kentucky,Office Supplies,Binders,12.39,3,0,5.8233,0.89
Consumer,Oregon,Office Supplies,Binders,4.158,7,0.7,-3.465,0.89
Consumer,Delaware,Office Supplies,Labels,17.28,6,0,7.9488,0.89
Consumer,New York,Office Supplies,Binders,9.728,2,0.2,3.2832,0.89
Home Office,New York,Office Supplies,Paper,6.48,1,0,3.1104,0.89
Consumer,Texas,Office Supplies,Fasteners,10.824,3,0.2,2.5707,0.88
Corporate,Ohio,Furniture,Furnishings,8.352,6,0.2,1.2528,0.88
Corporate,Delaware,Office Supplies,Paper,7.3,2,0,3.431,0.88
Corporate,Georgia,Office Supplies,Art,12.84,3,0,3.7236,0.88
Home Office,Pennsylvania,Office Supplies,Fasteners,3.168,2,0.2,-0.7128,0.88
Consumer,New York,Office Supplies,Labels,7.31,1,0,3.4357,0.88
Consumer,Tennessee,Office Supplies,Labels,9.216,4,0.2,3.3408,0.88
Corporate,Florida,Office Supplies,Binders,10.38,2,0.7,-7.612,0.88
Corporate,Florida,Office Supplies,Binders,9.81,5,0.7,-6.867,0.88
Home Office,Kentucky,Furniture,Furnishings,13.28,2,0,6.3744,0.88
Home Office,California,Furniture,Furnishings,20.04,6,0,8.8176,0.88
Corporate,California,Office Supplies,Art,16.74,3,0,4.8546,0.88
Corporate,Washington,Office Supplies,Binders,13.904,2,0.2,4.5188,0.88
Consumer,California,Office Supplies,Paper,13.38,2,0,6.1548,0.88
Corporate,Illinois,Office Supplies,Fasteners,15.12,5,0.2,4.914,0.88
Corporate,North Carolina,Office Supplies,Labels,11.784,3,0.2,4.2717,0.88
Consumer,Texas,Office Supplies,Appliances,5.432,2,0.8,-13.58,0.88
Home Office,Pennsylvania,Office Supplies,Labels,5.904,2,0.2,1.9926,0.88
Corporate,California,Office Supplies,Art,8.82,3,0,2.3814,0.87
Corporate,New Jersey,Office Supplies,Binders,14.28,1,0,6.5688,0.87
Consumer,Michigan,Furniture,Furnishings,12.22,1,0,3.666,0.87
Consumer,California,Office Supplies,Labels,9.96,2,0,4.5816,0.87
Corporate,Georgia,Office Supplies,Paper,12.96,2,0,6.2208,0.87
Consumer,Ohio,Office Supplies,Supplies,14.72,5,0.2,-3.312,0.87
Consumer,California,Office Supplies,Binders,6.608,2,0.2,2.2302,0.87
Consumer,Pennsylvania,Office Supplies,Paper,12.448,2,0.2,3.89,0.87
Corporate,New Jersey,Furniture,Furnishings,9.96,2,0,3.2868,0.87
Consumer,Michigan,Office Supplies,Paper,15.84,3,0,7.128,0.87
Consumer,California,Office Supplies,Binders,27.24,5,0.2,9.534,0.87
Consumer,Washington,Technology,Phones,107.88,3,0.2,10.788,0.87
Corporate,Illinois,Furniture,Furnishings,7.968,3,0.6,-2.3904,0.87
Consumer,Washington,Furniture,Furnishings,20.24,1,0,7.8936,0.87
Consumer,Texas,Office Supplies,Paper,10.688,2,0.2,3.7408,0.87
Consumer,Maryland,Office Supplies,Art,7.98,3,0,2.0748,0.87
Consumer,Colorado,Furniture,Furnishings,22.752,3,0.2,7.11,0.87
Home Office,Michigan,Office Supplies,Paper,4.54,1,0,2.043,0.86
Corporate,New Jersey,Office Supplies,Labels,14.4,5,0,7.056,0.86
Consumer,Tennessee,Office Supplies,Paper,24.896,4,0.2,7.78,0.86
Consumer,Michigan,Office Supplies,Binders,12.72,3,0,6.36,0.86
Home Office,California,Office Supplies,Supplies,15.52,4,0,4.5008,0.86
Consumer,Maryland,Office Supplies,Labels,12.39,3,0,5.6994,0.86
Consumer,California,Office Supplies,Art,10.64,4,0,2.7664,0.86
Corporate,Washington,Office Supplies,Art,8.82,3,0,2.5578,0.86
Home Office,Arizona,Furniture,Furnishings,8.544,4,0.2,1.9224,0.86
Consumer,Delaware,Furniture,Furnishings,10.68,4,0,4.0584,0.86
Home Office,Virginia,Office Supplies,Binders,9.64,2,0,4.7236,0.86
Consumer,Florida,Office Supplies,Binders,11.214,2,0.7,-8.5974,0.86
Corporate,Ohio,Office Supplies,Envelopes,19.872,3,0.2,6.7068,0.86
Home Office,Tennessee,Office Supplies,Labels,12,4,0.2,4.2,0.86
Corporate,Illinois,Office Supplies,Art,7.872,3,0.2,0.8856,0.86
Consumer,Illinois,Furniture,Furnishings,11.688,3,0.6,-4.6752,0.85
Corporate,Louisiana,Office Supplies,Binders,5.64,3,0,2.7072,0.85
Consumer,Pennsylvania,Office Supplies,Paper,5.344,1,0.2,1.8704,0.85
Consumer,Texas,Office Supplies,Paper,16.896,4,0.2,5.28,0.85
Consumer,California,Office Supplies,Binders,9.336,3,0.2,3.2676,0.85
Consumer,Pennsylvania,Furniture,Furnishings,7.168,2,0.2,0.9856,0.85
Consumer,Texas,Office Supplies,Paper,8.288,2,0.2,3.0044,0.85
Corporate,Texas,Office Supplies,Binders,8.272,4,0.8,-13.6488,0.85
Consumer,California,Office Supplies,Appliances,10.89,1,0,2.8314,0.85
Corporate,California,Technology,Accessories,7.92,8,0,3.4848,0.85
Home Office,Ohio,Office Supplies,Labels,9.216,4,0.2,3.3408,0.85
Consumer,New York,Office Supplies,Binders,13.92,3,0.2,4.872,0.85
Home Office,Florida,Office Supplies,Binders,3.444,1,0.7,-2.5256,0.85
Corporate,Florida,Office Supplies,Paper,10.368,2,0.2,3.6288,0.85
Home Office,Texas,Office Supplies,Storage,8.72,1,0.2,0.654,0.85
Consumer,Illinois,Office Supplies,Art,8.016,3,0.2,1.002,0.85
Corporate,Illinois,Office Supplies,Fasteners,16,4,0.2,5.6,0.85
Corporate,New York,Office Supplies,Binders,12.96,3,0.2,4.536,0.85
Home Office,Tennessee,Office Supplies,Binders,11.88,5,0.7,-7.92,0.85
Consumer,California,Office Supplies,Paper,12.96,2,0,6.3504,0.85
Consumer,California,Office Supplies,Supplies,7.36,2,0,0.1472,0.84
Consumer,California,Office Supplies,Paper,7.42,2,0,3.71,0.84
Consumer,New York,Furniture,Furnishings,18.96,2,0,8.532,0.84
Consumer,Colorado,Office Supplies,Binders,8.736,4,0.7,-6.1152,0.84
Consumer,Washington,Office Supplies,Binders,11.264,4,0.2,3.8016,0.84
Home Office,Washington,Office Supplies,Art,13.12,4,0,4.3296,0.84
Consumer,Illinois,Office Supplies,Binders,8.134,7,0.8,-13.8278,0.84
Consumer,Texas,Office Supplies,Art,7.056,3,0.2,0.7938,0.84
Consumer,New Mexico,Office Supplies,Binders,10.776,3,0.2,3.3675,0.84
Corporate,Pennsylvania,Office Supplies,Fasteners,12.576,4,0.2,4.0872,0.84
Consumer,Iowa,Office Supplies,Art,30.32,4,0,11.8248,0.84
Consumer,Colorado,Office Supplies,Paper,15.552,3,0.2,5.4432,0.84
Corporate,New York,Office Supplies,Binders,13.168,2,0.2,4.6088,0.84
Home Office,Florida,Office Supplies,Art,13.12,5,0.2,2.132,0.84
Home Office,California,Office Supplies,Paper,8.56,2,0,3.852,0.84
Consumer,Pennsylvania,Office Supplies,Envelopes,30.672,3,0.2,9.585,0.84
Consumer,New York,Office Supplies,Binders,13.904,2,0.2,4.5188,0.84
Home Office,Iowa,Office Supplies,Envelopes,7.28,1,0,3.4944,0.84
Home Office,California,Office Supplies,Binders,13.376,4,0.2,4.6816,0.84
Consumer,Illinois,Office Supplies,Envelopes,8.928,2,0.2,3.348,0.83
Consumer,California,Office Supplies,Labels,5.76,2,0,2.8224,0.83
Home Office,Illinois,Office Supplies,Paper,9.664,2,0.2,3.2616,0.83
Home Office,Oklahoma,Office Supplies,Paper,12.96,2,0,6.2208,0.83
Consumer,Illinois,Office Supplies,Appliances,5.768,2,0.8,-13.5548,0.83
Consumer,California,Office Supplies,Binders,10.128,2,0.2,3.6714,0.83
Consumer,Tennessee,Office Supplies,Binders,11.277,3,0.7,-8.6457,0.83
Home Office,California,Office Supplies,Art,12.84,3,0,3.4668,0.83
Corporate,Colorado,Office Supplies,Art,6.848,2,0.2,0.5992,0.83
Consumer,Arizona,Furniture,Furnishings,14.368,2,0.2,3.9512,0.83
Corporate,Indiana,Furniture,Furnishings,20.32,4,0,6.9088,0.83
Consumer,Texas,Office Supplies,Binders,10.476,6,0.8,-17.2854,0.83
Consumer,California,Furniture,Furnishings,9.24,3,0,4.4352,0.83
Consumer,California,Technology,Accessories,16.36,1,0,1.636,0.83
Corporate,Mississippi,Office Supplies,Paper,16,4,0,7.68,0.83
Corporate,Oregon,Office Supplies,Appliances,11.176,1,0.2,0.8382,0.83
Consumer,Illinois,Office Supplies,Fasteners,18.368,2,0.2,6.1992,0.83
Consumer,Massachusetts,Office Supplies,Art,11.65,5,0,3.3785,0.82
Home Office,Texas,Office Supplies,Binders,9.264,3,0.8,-13.896,0.82
Consumer,Texas,Office Supplies,Paper,15.936,4,0.2,5.3784,0.82
Corporate,Ohio,Technology,Accessories,9.096,1,0.2,1.7055,0.82
Corporate,Pennsylvania,Office Supplies,Art,5.472,3,0.2,1.6416,0.82
Home Office,Texas,Office Supplies,Binders,16.27,5,0.8,-25.2185,0.82
Home Office,Connecticut,Office Supplies,Paper,19.44,3,0,9.3312,0.82
Consumer,Pennsylvania,Office Supplies,Paper,15.552,3,0.2,5.4432,0.82
Corporate,South Carolina,Office Supplies,Envelopes,10.2,5,0,4.794,0.82
Home Office,Pennsylvania,Office Supplies,Binders,12.294,1,0.7,-8.6058,0.82
Consumer,Arizona,Office Supplies,Binders,9.345,5,0.7,-6.5415,0.82
Consumer,Texas,Furniture,Furnishings,13.592,2,0.6,-14.2716,0.82
Corporate,Illinois,Office Supplies,Appliances,20.388,2,0.8,-53.0088,0.82
